time,open,high,low,close
1611900000,1.37039,1.3719,1.36572,1.36669
1611914400,1.36667,1.37496,1.36571,1.37392
1611928800,1.37393,1.37514,1.37,1.37057
1611943200,1.37053,1.37203,1.36918,1.36985
1612130400,1.37038,1.37284,1.36943,1.3721
1612144800,1.37209,1.37532,1.37209,1.37464
1612159200,1.37465,1.37575,1.37146,1.37296
1612173600,1.37294,1.37296,1.36757,1.36781
1612188000,1.36782,1.36966,1.36562,1.36758
1612202400,1.36757,1.36869,1.36567,1.36631
1612216800,1.36608,1.36946,1.36572,1.36925
1612231200,1.36926,1.36979,1.368,1.36867
1612245600,1.36867,1.37104,1.36707,1.36866
1612260000,1.36873,1.36933,1.36502,1.36611
1612274400,1.36616,1.36623,1.36111,1.36465
1612288800,1.36466,1.36693,1.36448,1.36675
1612303200,1.36643,1.36801,1.36561,1.36788
1612317600,1.36789,1.36833,1.36594,1.36618
1612332000,1.36619,1.36783,1.36375,1.36375
1612346400,1.3639,1.36535,1.3619,1.36481
1612360800,1.3648,1.36686,1.36375,1.36576
1612375200,1.36577,1.36583,1.36318,1.36427
1612389600,1.36399,1.36526,1.36365,1.36372
1612404000,1.36369,1.36471,1.35956,1.36051
1612418400,1.36047,1.36113,1.35724,1.35847
1612432800,1.35846,1.3698,1.35661,1.36809
1612447200,1.36811,1.36876,1.36529,1.36602
1612461600,1.36602,1.36772,1.36511,1.36707
1612476000,1.36682,1.36896,1.3659,1.36824
1612490400,1.36824,1.36858,1.36661,1.36816
1612504800,1.36815,1.37122,1.36752,1.36903
1612519200,1.36907,1.3719,1.3672,1.3705
1612533600,1.37044,1.374,1.37002,1.37334
1612548000,1.37333,1.37389,1.37214,1.3736
1612735200,1.37138,1.3741,1.37138,1.37327
1612749600,1.37325,1.37349,1.37232,1.37294
1612764000,1.37294,1.37412,1.37025,1.37064
1612778400,1.37064,1.37115,1.36803,1.3695
1612792800,1.36947,1.37492,1.36935,1.37417
1612807200,1.37414,1.37445,1.3731,1.37419
1612821600,1.37368,1.37598,1.37336,1.37575
1612836000,1.37575,1.37845,1.3754,1.37832
1612850400,1.37831,1.3789,1.37621,1.37809
1612864800,1.37807,1.37888,1.37613,1.37837
1612879200,1.37838,1.37985,1.37719,1.37976
1612893600,1.37975,1.38195,1.37906,1.38133
1612908000,1.38123,1.38175,1.38027,1.38154
1612922400,1.38158,1.38274,1.38145,1.38204
1612936800,1.38205,1.38557,1.38101,1.38344
1612951200,1.38344,1.38517,1.38283,1.38484
1612965600,1.38483,1.3866,1.38377,1.38516
1612980000,1.38517,1.38531,1.38277,1.38344
1612994400,1.38323,1.3836,1.38206,1.38287
1613008800,1.38288,1.3852,1.38271,1.38468
1613023200,1.38467,1.38591,1.38135,1.38348
1613037600,1.38354,1.38451,1.38193,1.38365
1613052000,1.38363,1.38371,1.38011,1.38112
1613066400,1.38112,1.38193,1.38034,1.38159
1613080800,1.38154,1.38174,1.38011,1.38023
1613095200,1.38018,1.38019,1.37869,1.38006
1613109600,1.38005,1.38067,1.37758,1.37883
1613124000,1.3788,1.38104,1.37798,1.37997
1613138400,1.37997,1.3861,1.37949,1.38591
1613152800,1.3859,1.38624,1.38456,1.38526
1613340000,1.38462,1.38906,1.38462,1.38892
1613354400,1.38892,1.39025,1.38841,1.39
1613368800,1.39001,1.39143,1.3884,1.38982
1613383200,1.38982,1.39131,1.38938,1.38969
1613397600,1.38971,1.3919,1.38961,1.39117
1613412000,1.39116,1.39143,1.38991,1.39021
1613426400,1.39057,1.39455,1.38998,1.39397
1613440800,1.39396,1.39516,1.39259,1.39337
1613455200,1.39336,1.39416,1.39082,1.39299
1613469600,1.39299,1.39404,1.38807,1.38849
1613484000,1.3885,1.39344,1.38691,1.39135
1613498400,1.39134,1.39205,1.3901,1.39015
1613512800,1.38993,1.3907,1.38622,1.38747
1613527200,1.3875,1.38986,1.38731,1.38912
1613541600,1.38912,1.39039,1.38702,1.38842
1613556000,1.38841,1.38861,1.38448,1.38476
1613570400,1.38476,1.38636,1.38296,1.38562
1613584800,1.38563,1.38661,1.38524,1.38639
1613599200,1.38557,1.3877,1.38555,1.38633
1613613600,1.38633,1.38654,1.38468,1.38477
1613628000,1.38458,1.39276,1.38396,1.39249
1613642400,1.39247,1.39858,1.39218,1.39774
1613656800,1.39775,1.39798,1.39268,1.39633
1613671200,1.39633,1.39802,1.39615,1.39732
1613685600,1.39715,1.39755,1.39603,1.39623
1613700000,1.39625,1.39753,1.39513,1.39722
1613714400,1.39723,1.40082,1.39673,1.39892
1613728800,1.39894,1.4036,1.39807,1.40299
1613743200,1.40298,1.40302,1.40078,1.40232
1613757600,1.40234,1.40234,1.40011,1.40041
1613944800,1.40094,1.40523,1.40064,1.40335
1613959200,1.40334,1.40338,1.40114,1.4017
1613973600,1.40171,1.40255,1.39805,1.40134
1613988000,1.40136,1.40464,1.40133,1.40463
1614002400,1.40464,1.40864,1.40234,1.40825
1614016800,1.40824,1.40854,1.40576,1.40617
1614031200,1.40618,1.40833,1.40587,1.40813
1614045600,1.40814,1.40845,1.40673,1.40822
1614060000,1.40823,1.40979,1.40591,1.40888
1614074400,1.40889,1.40962,1.40623,1.40743
1614088800,1.40743,1.41167,1.40541,1.40918
1614103200,1.40919,1.41159,1.4091,1.41157
1614117600,1.41091,1.42397,1.41017,1.41775
1614132000,1.41782,1.41804,1.41503,1.41637
1614146400,1.41636,1.42076,1.41563,1.41621
